Question	Answer	Source	Metadata
I am feeling peckish	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am hangry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am hungry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am so hungry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am so hungry I could eat a horse	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am starving	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am super hungry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am very hungry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I could eat	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I feel a little peckish	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I feel hungry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I feel peckish	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I have hunger	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I have the munchies	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am a little hungry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am famished	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am feeling a little hungry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am feeling hungry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am feeling peckish	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am hangry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am hungry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am so hungry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am so hungry I could eat a horse	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am starving	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am super hungry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am very hunger	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
Me hungry	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
Me want food	Maybe a snack will help.	qna_chitchat_professional	editorial:chitchat
I am a bartender	Okay.	qna_chitchat_professional	editorial:chitchat
I am a baseball fan	Okay.	qna_chitchat_professional	editorial:chitchat
I am a basketball fan	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Bernie supporter	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Biden supporter	Okay.	qna_chitchat_professional	editorial:chitchat
I am a blogger	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Buddhist	Okay.	qna_chitchat_professional	editorial:chitchat
I am a carnivore	Okay.	qna_chitchat_professional	editorial:chitchat
I am a chef	Okay.	qna_chitchat_professional	editorial:chitchat
I am a child of god	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Christian	Okay.	qna_chitchat_professional	editorial:chitchat
I am a convict	Okay.	qna_chitchat_professional	editorial:chitchat
I am a cook	Okay.	qna_chitchat_professional	editorial:chitchat
I am a cop	Okay.	qna_chitchat_professional	editorial:chitchat
I am a CPA	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Democrat 	Okay.	qna_chitchat_professional	editorial:chitchat
I am a game designer	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Hoosier	Okay.	qna_chitchat_professional	editorial:chitchat
I am a journalist	Okay.	qna_chitchat_professional	editorial:chitchat
I am a lawyer	Okay.	qna_chitchat_professional	editorial:chitchat
I am a lesbian	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Libra	Okay.	qna_chitchat_professional	editorial:chitchat
I am a pagan	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Pisces	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Republican 	Okay.	qna_chitchat_professional	editorial:chitchat
I am a salesman	Okay.	qna_chitchat_professional	editorial:chitchat
I am a scientist	Okay.	qna_chitchat_professional	editorial:chitchat
I am a soccer fan	Okay.	qna_chitchat_professional	editorial:chitchat
I am a student	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Taurus	Okay.	qna_chitchat_professional	editorial:chitchat
I am a teacher	Okay.	qna_chitchat_professional	editorial:chitchat
I am a tech journalist	Okay.	qna_chitchat_professional	editorial:chitchat
I am a tech worker	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Trump supporter	Okay.	qna_chitchat_professional	editorial:chitchat
I am a vegan	Okay.	qna_chitchat_professional	editorial:chitchat
I am a vegitarian	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Virgo	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Warren supporter	Okay.	qna_chitchat_professional	editorial:chitchat
I am a widow	Okay.	qna_chitchat_professional	editorial:chitchat
I am a widower	Okay.	qna_chitchat_professional	editorial:chitchat
I am a writer	Okay.	qna_chitchat_professional	editorial:chitchat
I am African American	Okay.	qna_chitchat_professional	editorial:chitchat
I am American	Okay.	qna_chitchat_professional	editorial:chitchat
I am an activisit	Okay.	qna_chitchat_professional	editorial:chitchat
I am an Aquarius	Okay.	qna_chitchat_professional	editorial:chitchat
I am an Aries	Okay.	qna_chitchat_professional	editorial:chitchat
I am an artist	Okay.	qna_chitchat_professional	editorial:chitchat
I am an atheist	Okay.	qna_chitchat_professional	editorial:chitchat
I am an educator	Okay.	qna_chitchat_professional	editorial:chitchat
I am an engineer	Okay.	qna_chitchat_professional	editorial:chitchat
I am an Independent	Okay.	qna_chitchat_professional	editorial:chitchat
I am an only child	Okay.	qna_chitchat_professional	editorial:chitchat
I am at the gym	Okay.	qna_chitchat_professional	editorial:chitchat
I am at work	Okay.	qna_chitchat_professional	editorial:chitchat
I am athletic	Okay.	qna_chitchat_professional	editorial:chitchat
I am bipolar	Okay.	qna_chitchat_professional	editorial:chitchat
I am bisexual	Okay.	qna_chitchat_professional	editorial:chitchat
I am black	Okay.	qna_chitchat_professional	editorial:chitchat
I am Canadian	Okay.	qna_chitchat_professional	editorial:chitchat
I am competitive	Okay.	qna_chitchat_professional	editorial:chitchat
I am conservative	Okay.	qna_chitchat_professional	editorial:chitchat
I am currently travelling	Okay.	qna_chitchat_professional	editorial:chitchat
I am divorced	Okay.	qna_chitchat_professional	editorial:chitchat
I am doing that	Okay.	qna_chitchat_professional	editorial:chitchat
I am engaged	Okay.	qna_chitchat_professional	editorial:chitchat
I am fat	Okay.	qna_chitchat_professional	editorial:chitchat
I am gay	Okay.	qna_chitchat_professional	editorial:chitchat
I am handsome	Okay.	qna_chitchat_professional	editorial:chitchat
I am in a relationship	Okay.	qna_chitchat_professional	editorial:chitchat
I am in Seattle	Okay.	qna_chitchat_professional	editorial:chitchat
I am in the city	Okay.	qna_chitchat_professional	editorial:chitchat
I am in the country	Okay.	qna_chitchat_professional	editorial:chitchat
I am Indian	Okay.	qna_chitchat_professional	editorial:chitchat
I am Jewish	Okay.	qna_chitchat_professional	editorial:chitchat
I am liberal	Okay.	qna_chitchat_professional	editorial:chitchat
I am married	Okay.	qna_chitchat_professional	editorial:chitchat
I am middle aged	Okay.	qna_chitchat_professional	editorial:chitchat
I am Native American	Okay.	qna_chitchat_professional	editorial:chitchat
I am nonbinary	Okay.	qna_chitchat_professional	editorial:chitchat
I am old	Okay.	qna_chitchat_professional	editorial:chitchat
I am on a buisness trip	Okay.	qna_chitchat_professional	editorial:chitchat
I am overweight	Okay.	qna_chitchat_professional	editorial:chitchat
I am pregnant	Okay.	qna_chitchat_professional	editorial:chitchat
I am religious	Okay.	qna_chitchat_professional	editorial:chitchat
I am self employed	Okay.	qna_chitchat_professional	editorial:chitchat
I am short	Okay.	qna_chitchat_professional	editorial:chitchat
I am sick	Okay.	qna_chitchat_professional	editorial:chitchat
I am skinny	Okay.	qna_chitchat_professional	editorial:chitchat
I am straight	Okay.	qna_chitchat_professional	editorial:chitchat
I am strong	Okay.	qna_chitchat_professional	editorial:chitchat
I am tall	Okay.	qna_chitchat_professional	editorial:chitchat
I am trans	Okay.	qna_chitchat_professional	editorial:chitchat
I am underweight	Okay.	qna_chitchat_professional	editorial:chitchat
I am weak	Okay.	qna_chitchat_professional	editorial:chitchat
I am white	Okay.	qna_chitchat_professional	editorial:chitchat
I am young	Okay.	qna_chitchat_professional	editorial:chitchat
I dropped out of college	Okay.	qna_chitchat_professional	editorial:chitchat
I have a big family	Okay.	qna_chitchat_professional	editorial:chitchat
I have a brother	Okay.	qna_chitchat_professional	editorial:chitchat
I have a cold	Okay.	qna_chitchat_professional	editorial:chitchat
I have a fever	Okay.	qna_chitchat_professional	editorial:chitchat
I have a sister	Okay.	qna_chitchat_professional	editorial:chitchat
I have brothers	Okay.	qna_chitchat_professional	editorial:chitchat
I have duel citizenship	Okay.	qna_chitchat_professional	editorial:chitchat
I have sisters	Okay.	qna_chitchat_professional	editorial:chitchat
I have the flu	Okay.	qna_chitchat_professional	editorial:chitchat
I voted for Hillary	Okay.	qna_chitchat_professional	editorial:chitchat
I voted for Trump	Okay.	qna_chitchat_professional	editorial:chitchat
I went to college	Okay.	qna_chitchat_professional	editorial:chitchat
I work at a bank	Okay.	qna_chitchat_professional	editorial:chitchat
I work at Amazon	Okay.	qna_chitchat_professional	editorial:chitchat
I work at Apple	Okay.	qna_chitchat_professional	editorial:chitchat
I work at Google	Okay.	qna_chitchat_professional	editorial:chitchat
I work at Microsoft	Okay.	qna_chitchat_professional	editorial:chitchat
I work for the FBI	Okay.	qna_chitchat_professional	editorial:chitchat
I work for the government	Okay.	qna_chitchat_professional	editorial:chitchat
I work from home	Okay.	qna_chitchat_professional	editorial:chitchat
I work in I.T.	Okay.	qna_chitchat_professional	editorial:chitchat
I work remotely	Okay.	qna_chitchat_professional	editorial:chitchat
I am a bartender	Okay.	qna_chitchat_professional	editorial:chitchat
I am a baseball fan	Okay.	qna_chitchat_professional	editorial:chitchat
I am a basketball fan	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Bernie supporter	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Biden supporter	Okay.	qna_chitchat_professional	editorial:chitchat
I am a blogger	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Buddhist	Okay.	qna_chitchat_professional	editorial:chitchat
I am a carnivore	Okay.	qna_chitchat_professional	editorial:chitchat
I am a chef	Okay.	qna_chitchat_professional	editorial:chitchat
I am a child of god	Okay.	qna_chitchat_professional	editorial:chitchat
I am a Christian	Okay.	qna_chitchat_professional	editorial:chitchat
I am a convict	Okay.	qna_chitchat_professional	editorial:chitchat
I am a cook	Okay.	qna_chitchat_professional	editorial:chitchat
